Device Id	Device Name	Probe Sensor in Fahrenheit	Probe Sensor Alert	Device Sensor in Fahrenheit	Device Sensor Alert	Device Sensor Humidity	Device Sensor Humidity Alert	Timestamp Record
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.4	No	41%	No	25/12/2014 19:09:36
00011ED95A401B5B	5 Outside Back West Door	n/a	No	42.3	No	72%	No	25/12/2014 18:52:23
00015EE21AD9638C	4 Basement - eguage	n/a	No	66.2	No	51%	No	25/12/2014 18:45:26
000104203903E300	1 Downstairs Thermostat	n/a	No	68.6	No	43%	No	25/12/2014 18:41:53
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.8	No	41%	No	25/12/2014 18:39:36
00011ED95A401B5B	5 Outside Back West Door	n/a	No	43.4	No	69%	No	25/12/2014 18:22:23
00015EE21AD9638C	4 Basement - eguage	n/a	No	66.2	No	51%	No	25/12/2014 18:15:26
000104203903E300	1 Downstairs Thermostat	n/a	No	69	No	42%	No	25/12/2014 18:11:50
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.8	No	41%	No	25/12/2014 18:09:37
00011ED95A401B5B	5 Outside Back West Door	n/a	No	45.1	No	66%	No	25/12/2014 17:52:23
00015EE21AD9638C	4 Basement - eguage	n/a	No	66.2	No	51%	No	25/12/2014 17:45:25
000104203903E300	1 Downstairs Thermostat	n/a	No	69.4	No	42%	No	25/12/2014 17:41:41
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.3	No	40%	No	25/12/2014 17:39:37
00011ED95A401B5B	5 Outside Back West Door	n/a	No	47.3	No	62%	No	25/12/2014 17:22:23
00015EE21AD9638C	4 Basement - eguage	n/a	No	66.2	No	51%	No	25/12/2014 17:15:25
000104203903E300	1 Downstairs Thermostat	n/a	No	69.8	No	42%	No	25/12/2014 17:11:45
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.6	No	40%	No	25/12/2014 17:09:38
00011ED95A401B5B	5 Outside Back West Door	n/a	No	50.1	No	57%	No	25/12/2014 16:52:22
00015EE21AD9638C	4 Basement - eguage	n/a	No	66.2	No	51%	No	25/12/2014 16:45:25
000104203903E300	1 Downstairs Thermostat	n/a	No	70	No	41%	No	25/12/2014 16:41:38
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.7	No	40%	No	25/12/2014 16:39:36
00011ED95A401B5B	5 Outside Back West Door	n/a	No	52.8	No	52%	No	25/12/2014 16:22:29
00015EE21AD9638C	4 Basement - eguage	n/a	No	66.2	No	51%	No	25/12/2014 16:15:25
000104203903E300	1 Downstairs Thermostat	n/a	No	70.2	No	41%	No	25/12/2014 16:11:33
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.6	No	40%	No	25/12/2014 16:09:36
00011ED95A401B5B	5 Outside Back West Door	n/a	No	54.9	No	51%	No	25/12/2014 15:52:25
00015EE21AD9638C	4 Basement - eguage	n/a	No	66.2	No	51%	No	25/12/2014 15:45:30
000104203903E300	1 Downstairs Thermostat	n/a	No	70.3	No	41%	No	25/12/2014 15:41:29
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	72	No	40%	No	25/12/2014 15:39:36
00011ED95A401B5B	5 Outside Back West Door	n/a	No	55.6	No	50%	No	25/12/2014 15:22:23
00015EE21AD9638C	4 Basement - eguage	n/a	No	66.2	No	51%	No	25/12/2014 15:15:24
000104203903E300	1 Downstairs Thermostat	n/a	No	69.9	No	41%	No	25/12/2014 15:11:27
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.8	No	40%	No	25/12/2014 15:09:45
00011ED95A401B5B	5 Outside Back West Door	n/a	No	56	No	50%	No	25/12/2014 14:52:23
00015EE21AD9638C	4 Basement - eguage	n/a	No	66.2	No	52%	No	25/12/2014 14:45:23
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	72.2	No	39%	No	25/12/2014 14:39:37
00011ED95A401B5B	5 Outside Back West Door	n/a	No	55.6	No	50%	No	25/12/2014 14:22:22
00015EE21AD9638C	4 Basement - eguage	n/a	No	66.4	No	52%	No	25/12/2014 14:15:23
000104203903E300	1 Downstairs Thermostat	n/a	No	70.8	No	40%	No	25/12/2014 14:11:25
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.3	No	40%	No	25/12/2014 14:09:38
00011ED95A401B5B	5 Outside Back West Door	n/a	No	55.9	No	50%	No	25/12/2014 13:52:23
00015EE21AD9638C	4 Basement - eguage	n/a	No	66.6	No	52%	No	25/12/2014 13:45:34
000104203903E300	1 Downstairs Thermostat	n/a	No	71.8	No	40%	No	25/12/2014 13:41:23
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	72.2	No	40%	No	25/12/2014 13:39:35
00011ED95A401B5B	5 Outside Back West Door	n/a	No	56.3	No	51%	No	25/12/2014 13:22:23
00015EE21AD9638C	4 Basement - eguage	n/a	No	66.8	No	52%	No	25/12/2014 13:15:27
000104203903E300	1 Downstairs Thermostat	n/a	No	73.1	No	40%	No	25/12/2014 13:11:21
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	73.5	No	40%	No	25/12/2014 13:09:35
00011ED95A401B5B	5 Outside Back West Door	n/a	No	55.4	No	53%	No	25/12/2014 12:52:22
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	52%	No	25/12/2014 12:45:24
000104203903E300	1 Downstairs Thermostat	n/a	No	74.3	No	42%	No	25/12/2014 12:41:26
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	75.2	No	41%	No	25/12/2014 12:39:35
00011ED95A401B5B	5 Outside Back West Door	n/a	No	55.4	No	55%	No	25/12/2014 12:22:28
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	52%	No	25/12/2014 12:15:24
000104203903E300	1 Downstairs Thermostat	n/a	No	73.9	No	43%	No	25/12/2014 12:11:19
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	74.9	No	42%	No	25/12/2014 12:09:35
00011ED95A401B5B	5 Outside Back West Door	n/a	No	54.6	No	56%	No	25/12/2014 11:52:22
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	52%	No	25/12/2014 11:45:23
000104203903E300	1 Downstairs Thermostat	n/a	No	73.6	No	43%	No	25/12/2014 11:41:16
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	74.3	No	43%	No	25/12/2014 11:39:39
00011ED95A401B5B	5 Outside Back West Door	n/a	No	54	No	58%	No	25/12/2014 11:22:22
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	52%	No	25/12/2014 11:15:23
000104203903E300	1 Downstairs Thermostat	n/a	No	73.1	No	44%	No	25/12/2014 11:11:16
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	73.6	No	44%	No	25/12/2014 11:09:35
00011ED95A401B5B	5 Outside Back West Door	n/a	No	53.2	No	61%	No	25/12/2014 10:52:23
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	53%	No	25/12/2014 10:45:24
000104203903E300	1 Downstairs Thermostat	n/a	No	72.9	No	44%	No	25/12/2014 10:41:18
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	73	No	44%	No	25/12/2014 10:39:40
00011ED95A401B5B	5 Outside Back West Door	n/a	No	52.4	No	62%	No	25/12/2014 10:22:22
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.3	No	53%	No	25/12/2014 10:15:26
000104203903E300	1 Downstairs Thermostat	n/a	No	73.6	No	44%	No	25/12/2014 10:11:12
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	72.5	No	45%	No	25/12/2014 10:09:35
00011ED95A401B5B	5 Outside Back West Door	n/a	No	51.4	No	65%	No	25/12/2014 09:52:22
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.5	No	53%	No	25/12/2014 09:45:23
000104203903E300	1 Downstairs Thermostat	n/a	No	73.6	No	44%	No	25/12/2014 09:41:10
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	72.1	No	46%	No	25/12/2014 09:39:37
00011ED95A401B5B	5 Outside Back West Door	n/a	No	49.7	No	68%	No	25/12/2014 09:22:22
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.6	No	53%	No	25/12/2014 09:15:23
000104203903E300	1 Downstairs Thermostat	n/a	No	70.8	No	47%	No	25/12/2014 09:11:08
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.7	No	46%	No	25/12/2014 09:09:35
00011ED95A401B5B	5 Outside Back West Door	n/a	No	50.1	No	70%	No	25/12/2014 08:52:21
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.6	No	53%	No	25/12/2014 08:45:23
000104203903E300	1 Downstairs Thermostat	n/a	No	70.7	No	47%	No	25/12/2014 08:41:04
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.8	No	47%	No	25/12/2014 08:39:35
00011ED95A401B5B	5 Outside Back West Door	n/a	No	49.7	No	73%	No	25/12/2014 08:22:22
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.5	No	54%	No	25/12/2014 08:15:23
000104203903E300	1 Downstairs Thermostat	n/a	No	70.3	No	48%	No	25/12/2014 08:11:02
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.3	No	47%	No	25/12/2014 08:09:35
00011ED95A401B5B	5 Outside Back West Door	n/a	No	49.7	No	73%	No	25/12/2014 07:52:21
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	54%	No	25/12/2014 07:45:23
000104203903E300	1 Downstairs Thermostat	n/a	No	69.8	No	48%	No	25/12/2014 07:41:00
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.4	No	48%	No	25/12/2014 07:39:35
00011ED95A401B5B	5 Outside Back West Door	n/a	No	50.1	No	76%	No	25/12/2014 07:22:22
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	54%	No	25/12/2014 07:15:23
000104203903E300	1 Downstairs Thermostat	n/a	No	69.9	No	49%	No	25/12/2014 07:10:57
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.7	No	48%	No	25/12/2014 07:09:35
00011ED95A401B5B	5 Outside Back West Door	n/a	No	51	No	75%	No	25/12/2014 06:52:21
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.5	No	54%	No	25/12/2014 06:45:22
000104203903E300	1 Downstairs Thermostat	n/a	No	70.3	No	49%	No	25/12/2014 06:40:55
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.8	No	49%	No	25/12/2014 06:39:35
00011ED95A401B5B	5 Outside Back West Door	n/a	No	52	No	75%	No	25/12/2014 06:22:21
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.6	No	54%	No	25/12/2014 06:15:22
000104203903E300	1 Downstairs Thermostat	n/a	No	70.7	No	49%	No	25/12/2014 06:10:53
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.2	No	49%	No	25/12/2014 06:09:35
00011ED95A401B5B	5 Outside Back West Door	n/a	No	53.2	No	79%	No	25/12/2014 05:52:22
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.6	No	55%	No	25/12/2014 05:45:22
000104203903E300	1 Downstairs Thermostat	n/a	No	71.2	No	49%	No	25/12/2014 05:40:51
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.3	No	49%	No	25/12/2014 05:39:35
00011ED95A401B5B	5 Outside Back West Door	n/a	No	54.2	No	79%	No	25/12/2014 05:22:21
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.6	No	55%	No	25/12/2014 05:15:22
000104203903E300	1 Downstairs Thermostat	n/a	No	71.2	No	50%	No	25/12/2014 05:10:52
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.6	No	49%	No	25/12/2014 05:09:35
00011ED95A401B5B	5 Outside Back West Door	n/a	No	55.6	No	82%	No	25/12/2014 04:52:21
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.6	No	55%	No	25/12/2014 04:45:22
000104203903E300	1 Downstairs Thermostat	n/a	No	71.1	No	50%	No	25/12/2014 04:40:49
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.6	No	49%	No	25/12/2014 04:39:35
00011ED95A401B5B	5 Outside Back West Door	n/a	No	56.5	No	84%	No	25/12/2014 04:22:21
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.5	No	55%	No	25/12/2014 04:15:22
000104203903E300	1 Downstairs Thermostat	n/a	No	70.7	No	51%	No	25/12/2014 04:10:47
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.6	No	50%	No	25/12/2014 04:09:35
00011ED95A401B5B	5 Outside Back West Door	n/a	No	57.3	No	84%	No	25/12/2014 03:52:21
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.3	No	55%	No	25/12/2014 03:45:22
000104203903E300	1 Downstairs Thermostat	n/a	No	70.2	No	52%	No	25/12/2014 03:40:45
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.6	No	50%	No	25/12/2014 03:39:35
00011ED95A401B5B	5 Outside Back West Door	n/a	No	57.8	No	87%	No	25/12/2014 03:22:21
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	55%	No	25/12/2014 03:15:22
000104203903E300	1 Downstairs Thermostat	n/a	No	69.8	No	52%	No	25/12/2014 03:10:43
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.6	No	50%	No	25/12/2014 03:09:35
00011ED95A401B5B	5 Outside Back West Door	n/a	No	57.8	No	89%	No	25/12/2014 02:52:21
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.3	No	55%	No	25/12/2014 02:45:22
000104203903E300	1 Downstairs Thermostat	n/a	No	69.9	No	52%	No	25/12/2014 02:40:43
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.7	No	50%	No	25/12/2014 02:39:35
00011ED95A401B5B	5 Outside Back West Door	n/a	No	58.2	No	89%	No	25/12/2014 02:22:21
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	55%	No	25/12/2014 02:15:22
000104203903E300	1 Downstairs Thermostat	n/a	No	69.9	No	52%	No	25/12/2014 02:10:41
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.2	No	50%	No	25/12/2014 02:09:35
00011ED95A401B5B	5 Outside Back West Door	n/a	No	59.6	No	87%	No	25/12/2014 01:52:21
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	54%	No	25/12/2014 01:45:22
000104203903E300	1 Downstairs Thermostat	n/a	No	69.9	No	51%	No	25/12/2014 01:40:40
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.7	No	50%	No	25/12/2014 01:39:35
00011ED95A401B5B	5 Outside Back West Door	n/a	No	60.8	No	88%	No	25/12/2014 01:22:21
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	54%	No	25/12/2014 01:15:22
000104203903E300	1 Downstairs Thermostat	n/a	No	69.9	No	51%	No	25/12/2014 01:10:37
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.8	No	50%	No	25/12/2014 01:09:35
00011ED95A401B5B	5 Outside Back West Door	n/a	No	62.2	No	90%	No	25/12/2014 00:52:21
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	54%	No	25/12/2014 00:45:22
000104203903E300	1 Downstairs Thermostat	n/a	No	70	No	51%	No	25/12/2014 00:40:35
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.8	No	50%	No	25/12/2014 00:39:34
00011ED95A401B5B	5 Outside Back West Door	n/a	No	62.2	No	90%	No	25/12/2014 00:22:21
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	54%	No	25/12/2014 00:15:22
000104203903E300	1 Downstairs Thermostat	n/a	No	70	No	51%	No	25/12/2014 00:10:33
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.8	No	50%	No	25/12/2014 00:09:34
00011ED95A401B5B	5 Outside Back West Door	n/a	No	62.3	No	90%	No	24/12/2014 23:52:21
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	54%	No	24/12/2014 23:45:22
000104203903E300	1 Downstairs Thermostat	n/a	No	70	No	51%	No	24/12/2014 23:40:32
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.1	No	49%	No	24/12/2014 23:39:34
00011ED95A401B5B	5 Outside Back West Door	n/a	No	62.6	No	90%	No	24/12/2014 23:22:21
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	54%	No	24/12/2014 23:15:22
000104203903E300	1 Downstairs Thermostat	n/a	No	70	No	51%	No	24/12/2014 23:10:31
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.2	No	49%	No	24/12/2014 23:09:34
00011ED95A401B5B	5 Outside Back West Door	n/a	No	62.3	No	90%	No	24/12/2014 22:52:22
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	54%	No	24/12/2014 22:45:22
000104203903E300	1 Downstairs Thermostat	n/a	No	70	No	51%	No	24/12/2014 22:40:32
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.3	No	49%	No	24/12/2014 22:39:34
00011ED95A401B5B	5 Outside Back West Door	n/a	No	62.6	No	90%	No	24/12/2014 22:22:21
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	53%	No	24/12/2014 22:15:25
000104203903E300	1 Downstairs Thermostat	n/a	No	69.9	No	51%	No	24/12/2014 22:10:32
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.3	No	49%	No	24/12/2014 22:09:37
00011ED95A401B5B	5 Outside Back West Door	n/a	No	62.6	No	90%	No	24/12/2014 21:52:24
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	53%	No	24/12/2014 21:45:26
000104203903E300	1 Downstairs Thermostat	n/a	No	69.9	No	50%	No	24/12/2014 21:40:29
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.3	No	49%	No	24/12/2014 21:39:37
00011ED95A401B5B	5 Outside Back West Door	n/a	No	62.6	No	90%	No	24/12/2014 21:22:24
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	53%	No	24/12/2014 21:15:24
000104203903E300	1 Downstairs Thermostat	n/a	No	69.9	No	51%	No	24/12/2014 21:10:27
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.6	No	49%	No	24/12/2014 21:09:37
00011ED95A401B5B	5 Outside Back West Door	n/a	No	62.6	No	90%	No	24/12/2014 20:52:23
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.1	No	53%	No	24/12/2014 20:45:24
000104203903E300	1 Downstairs Thermostat	n/a	No	69.9	No	50%	No	24/12/2014 20:40:25
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.7	No	49%	No	24/12/2014 20:39:36
00011ED95A401B5B	5 Outside Back West Door	n/a	No	62.3	No	90%	No	24/12/2014 20:22:23
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.1	No	53%	No	24/12/2014 20:15:24
000104203903E300	1 Downstairs Thermostat	n/a	No	69.9	No	49%	No	24/12/2014 20:10:24
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.8	No	49%	No	24/12/2014 20:09:36
00011ED95A401B5B	5 Outside Back West Door	n/a	No	62.2	No	91%	No	24/12/2014 19:52:23
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.1	No	52%	No	24/12/2014 19:45:25
000104203903E300	1 Downstairs Thermostat	n/a	No	69.9	No	49%	No	24/12/2014 19:40:21
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.8	No	48%	No	24/12/2014 19:39:36
00011ED95A401B5B	5 Outside Back West Door	n/a	No	61.9	No	91%	No	24/12/2014 19:22:23
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	52%	No	24/12/2014 19:15:26
000104203903E300	1 Downstairs Thermostat	n/a	No	69.9	No	49%	No	24/12/2014 19:10:22
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.8	No	48%	No	24/12/2014 19:09:36
00011ED95A401B5B	5 Outside Back West Door	n/a	No	62.2	No	91%	No	24/12/2014 18:52:23
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	52%	No	24/12/2014 18:45:24
000104203903E300	1 Downstairs Thermostat	n/a	No	69.9	No	49%	No	24/12/2014 18:40:18
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.2	No	47%	No	24/12/2014 18:39:37
00011ED95A401B5B	5 Outside Back West Door	n/a	No	62.3	No	91%	No	24/12/2014 18:22:23
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	52%	No	24/12/2014 18:15:24
000104203903E300	1 Downstairs Thermostat	n/a	No	69.9	No	49%	No	24/12/2014 18:10:18
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.2	No	47%	No	24/12/2014 18:09:36
00011ED95A401B5B	5 Outside Back West Door	n/a	No	62.2	No	91%	No	24/12/2014 17:52:24
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	52%	No	24/12/2014 17:45:24
000104203903E300	1 Downstairs Thermostat	n/a	No	70	No	48%	No	24/12/2014 17:40:13
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.3	No	47%	No	24/12/2014 17:39:36
00011ED95A401B5B	5 Outside Back West Door	n/a	No	61.9	No	91%	No	24/12/2014 17:22:24
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	51%	No	24/12/2014 17:15:24
000104203903E300	1 Downstairs Thermostat	n/a	No	69.9	No	48%	No	24/12/2014 17:10:14
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.6	No	46%	No	24/12/2014 17:09:38
00011ED95A401B5B	5 Outside Back West Door	n/a	No	62.2	No	90%	No	24/12/2014 16:52:25
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	51%	No	24/12/2014 16:45:26
000104203903E300	1 Downstairs Thermostat	n/a	No	69.9	No	48%	No	24/12/2014 16:40:11
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.7	No	46%	No	24/12/2014 16:39:39
00011ED95A401B5B	5 Outside Back West Door	n/a	No	61.9	No	90%	No	24/12/2014 16:22:23
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.1	No	51%	No	24/12/2014 16:15:25
000104203903E300	1 Downstairs Thermostat	n/a	No	70	No	48%	No	24/12/2014 16:10:12
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.8	No	46%	No	24/12/2014 16:09:42
00011ED95A401B5B	5 Outside Back West Door	n/a	No	60.8	No	89%	No	24/12/2014 15:52:23
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.1	No	51%	No	24/12/2014 15:45:24
000104203903E300	1 Downstairs Thermostat	n/a	No	70	No	46%	No	24/12/2014 15:40:09
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.7	No	45%	No	24/12/2014 15:39:36
00011ED95A401B5B	5 Outside Back West Door	n/a	No	60.3	No	88%	No	24/12/2014 15:22:23
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.1	No	51%	No	24/12/2014 15:15:28
000104203903E300	1 Downstairs Thermostat	n/a	No	70	No	46%	No	24/12/2014 15:10:12
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.8	No	45%	No	24/12/2014 15:09:38
00011ED95A401B5B	5 Outside Back West Door	n/a	No	60.5	No	88%	No	24/12/2014 14:52:23
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.1	No	50%	No	24/12/2014 14:45:24
000104203903E300	1 Downstairs Thermostat	n/a	No	70.2	No	46%	No	24/12/2014 14:40:06
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.2	No	43%	No	24/12/2014 14:39:42
00011ED95A401B5B	5 Outside Back West Door	n/a	No	59.6	No	88%	No	24/12/2014 14:22:23
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	50%	No	24/12/2014 14:15:25
000104203903E300	1 Downstairs Thermostat	n/a	No	70.3	No	46%	No	24/12/2014 14:10:08
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.2	No	43%	No	24/12/2014 14:09:38
00011ED95A401B5B	5 Outside Back West Door	n/a	No	58.7	No	88%	No	24/12/2014 13:52:23
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	50%	No	24/12/2014 13:45:26
000104203903E300	1 Downstairs Thermostat	n/a	No	70.3	No	45%	No	24/12/2014 13:40:02
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.6	No	43%	No	24/12/2014 13:39:36
00011ED95A401B5B	5 Outside Back West Door	n/a	No	57.2	No	88%	No	24/12/2014 13:22:24
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	49%	No	24/12/2014 13:15:24
000104203903E300	1 Downstairs Thermostat	n/a	No	70.3	No	45%	No	24/12/2014 13:10:00
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.6	No	42%	No	24/12/2014 13:09:37
00011ED95A401B5B	5 Outside Back West Door	n/a	No	56	No	88%	No	24/12/2014 12:52:23
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	49%	No	24/12/2014 12:45:24
000104203903E300	1 Downstairs Thermostat	n/a	No	70.4	No	44%	No	24/12/2014 12:40:00
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.1	No	43%	No	24/12/2014 12:39:37
00011ED95A401B5B	5 Outside Back West Door	n/a	No	56.3	No	87%	No	24/12/2014 12:22:22
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.1	No	49%	No	24/12/2014 12:15:24
000104203903E300	1 Downstairs Thermostat	n/a	No	70.4	No	43%	No	24/12/2014 12:10:00
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.4	No	43%	No	24/12/2014 12:09:39
00011ED95A401B5B	5 Outside Back West Door	n/a	No	55.5	No	87%	No	24/12/2014 11:52:23
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	49%	No	24/12/2014 11:45:25
000104203903E300	1 Downstairs Thermostat	n/a	No	70.9	No	43%	No	24/12/2014 11:39:59
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.8	No	42%	No	24/12/2014 11:39:36
00011ED95A401B5B	5 Outside Back West Door	n/a	No	54.5	No	88%	No	24/12/2014 11:22:25
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	49%	No	24/12/2014 11:15:24
000104203903E300	1 Downstairs Thermostat	n/a	No	71.3	No	43%	No	24/12/2014 11:09:55
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.9	No	42%	No	24/12/2014 11:09:36
00011ED95A401B5B	5 Outside Back West Door	n/a	No	52.9	No	88%	No	24/12/2014 10:52:26
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	48%	No	24/12/2014 10:45:24
000104203903E300	1 Downstairs Thermostat	n/a	No	71.1	No	43%	No	24/12/2014 10:39:53
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.9	No	42%	No	24/12/2014 10:39:36
00011ED95A401B5B	5 Outside Back West Door	n/a	No	52.7	No	88%	No	24/12/2014 10:22:25
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	48%	No	24/12/2014 10:15:24
000104203903E300	1 Downstairs Thermostat	n/a	No	71.1	No	43%	No	24/12/2014 10:09:54
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.2	No	42%	No	24/12/2014 10:09:36
00011ED95A401B5B	5 Outside Back West Door	n/a	No	52	No	88%	No	24/12/2014 09:52:24
00015EE21AD9638C	4 Basement - eguage	n/a	No	67.2	No	48%	No	24/12/2014 09:45:24
000104203903E300	1 Downstairs Thermostat	n/a	No	70.8	No	42%	No	24/12/2014 09:39:48
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.2	No	41%	No	24/12/2014 09:39:36
00011ED95A401B5B	5 Outside Back West Door	n/a	No	50.6	No	89%	No	24/12/2014 09:22:23
